****Global Input****
(249:60063)
(754:25682)
(931:94283)
(1066:117320)
(1109:92916)
(1207:45174)

****Global Output****
(636:95120)
(820:103814)

****Biased tasks****
task(id(91);cost(66);duration(44);in([[931:94283]]);out([[530:66657]#[998:93621]]);mutual_exclusions([]))
task(id(106);cost(81);duration(55);in([[164:19]#[345:18]#[359:13051]#[447:797]#[457:109]#[460:2494]#[528:421]#[549:24]#[641:23]#[665:214]#[775:1640]#[998:92]#[1077:3931]#[1094:2945]#[1163:3186]]);out([[369:32639]]);mutual_exclusions([]))
task(id(78);cost(91);duration(42);in([[34:13]#[52:11]#[62:8]#[164:2365]#[195:11654]#[335:1]#[359:13052]#[369:32]#[421:2]#[638:539]#[641:5783]#[668:13131]#[714:331]#[724:171]#[763:13876]#[1026:120]]);out([[238:43148]#[776:114374]#[1206:57648]]);mutual_exclusions([]))
task(id(72);cost(92);duration(16);in([[62:495]#[189:8923]#[195:1456]#[335:95]#[345:4544]#[350:1408]#[359:1]#[369:16]#[457:109]#[460:19]#[523:2580]#[665:7]#[687:183]#[716:842]#[751:63]#[776:14297]#[852:16896]#[1074:1953]#[1163:796]#[1245:6578]]);out([[679:92266]#[1257:62796]]);mutual_exclusions([]))
task(id(87);cost(47);duration(27);in([[164:5]#[322:6944]#[345:17]#[350:2]#[369:2040]#[447:1595]#[460:39]#[523:5159]#[665:53]#[679:11533]#[680:4784]#[687:11715]#[714:1324]#[775:13]#[977:59]#[998:2926]#[1215:1]#[1245:6577]]);out([[760:88513]#[1093:88045]#[1222:91659]]);mutual_exclusions([]))
task(id(81);cost(93);duration(36);in([[34:205]#[62:1981]#[164:591]#[350:88]#[369:8]#[668:1]#[679:721]#[714:10]#[763:867]#[770:3]#[911:10758]#[1107:8606]#[1215:30627]#[1222:5729]#[1281:293]]);out([[15:128640]#[725:15342]#[833:82858]]);mutual_exclusions([]))
task(id(32);cost(84);duration(19);in([[15:32160]#[23:24691]#[34:7]#[52:6]#[62:15]#[195:3]#[345:9]#[387:31]#[447:50]#[457:870]#[460:9972]#[534:14474]#[641:5783]#[679:1]#[680:4785]#[716:3]#[775:3280]#[828:21]#[852:132]#[962:22911]#[1046:12]#[1093:344]#[1281:147]]);out([[1054:20292]]);mutual_exclusions([]))
task(id(102);cost(49);duration(19);in([[15:2010]#[345:1136]#[359:7]#[369:4080]#[387:31566]#[447:399]#[523:2]#[528:6726]#[534:113]#[549:12]#[665:1]#[716:1684]#[751:126]#[770:100]#[776:7148]#[852:2112]#[909:198]#[1054:317]#[1094:737]#[1215:1]]);out([[291:71397]#[448:100929]#[811:49417]]);mutual_exclusions([]))
task(id(59);cost(31);duration(53);in([[128:305]#[195:5827]#[242:1121]#[345:142]#[350:1]#[359:816]#[421:117]#[447:3190]#[448:25]#[532:1993]#[665:53]#[679:5766]#[680:1]#[714:1325]#[724:1367]#[725:3835]#[828:5492]#[852:8447]#[1054:79]]);out([[427:70555]#[518:126414]#[573:93758]]);mutual_exclusions([]))
task(id(104);cost(91);duration(46);in([[52:362]#[189:17]#[245:140]#[266:1701]#[335:3047]#[345:9]#[518:31604]#[520:1274]#[528:3]#[549:96]#[679:361]#[687:46]#[716:1]#[775:3280]#[852:1]#[977:30012]#[1026:1924]#[1054:2536]#[1074:7812]#[1077:62]#[1094:2945]#[1206:28824]]);out([[13:128144]#[588:48557]]);mutual_exclusions([]))
task(id(20);cost(82);duration(50);in([[13:8009]#[34:6558]#[128:4886]#[195:1457]#[319:16934]#[345:71]#[359:13052]#[421:7]#[457:13]#[460:156]#[523:5]#[549:6118]#[641:5782]#[680:4784]#[716:1684]#[770:1597]#[811:48]#[828:687]#[909:198]#[998:45]#[1026:60]#[1222:6]]);out([[718:96816]#[1135:95179]]);mutual_exclusions([]))
task(id(112);cost(53);duration(55);in([[164:74]#[245:1120]#[322:6943]#[345:1]#[359:6]#[447:1595]#[549:191]#[665:2]#[718:189]#[775:410]#[1074:122]]);out([[629:122588]]);mutual_exclusions([]))
task(id(95);cost(36);duration(27);in([[13:32036]#[62:7]#[164:1]#[256:37272]#[350:352]#[387:1973]#[460:39]#[523:10]#[528:3363]#[532:4]#[549:6118]#[629:119]#[665:6]#[679:3]#[714:662]#[724:10930]#[770:1597]#[775:205]#[998:5851]#[1054:1269]#[1094:12]#[1222:2864]#[1281:4]]);out([[211:36549]#[872:67540]#[1014:14957]]);mutual_exclusions([]))
task(id(88);cost(81);duration(17);in([[34:26]#[62:124]#[128:5]#[242:140]#[369:4080]#[387:15]#[447:798]#[460:39]#[534:1809]#[641:2891]#[679:2883]#[714:10]#[725:479]#[751:4]#[763:27753]#[872:4221]#[998:2926]#[1026:2]#[1054:2537]#[1074:977]#[1077:16]#[1093:11]#[1215:479]]);out([[869:75913]#[940:109550]]);mutual_exclusions([]))
task(id(117);cost(30);duration(10);in([[13:2]#[19:5]#[164:9460]#[242:9]#[245:8964]#[266:13608]#[345:35]#[359:815]#[457:217]#[481:1]#[518:8]#[549:6]#[629:3831]#[668:3283]#[775:1]#[940:27388]#[977:3752]#[998:1]#[1074:3906]#[1094:2945]]);out([[1129:118942]#[1251:67834]]);mutual_exclusions([]))
task(id(44);cost(86);duration(59);in([[13:4]#[128:2443]#[266:13]#[335:3]#[345:142]#[387:3946]#[457:3483]#[528:53]#[534:1]#[549:1530]#[679:22]#[714:83]#[718:1]#[724:43]#[763:868]#[811:3089]#[828:343]#[1014:29]#[1054:1]#[1129:3717]#[1292:25944]]);out([[323:86938]]);mutual_exclusions([]))
task(id(57);cost(24);duration(22);in([[15:8040]#[19:685]#[128:2443]#[131:39322]#[266:425]#[323:43]#[359:815]#[369:1]#[427:8819]#[460:312]#[549:48]#[641:5]#[718:24204]#[724:3]#[776:28]#[940:428]#[1054:39]#[1074:15624]#[1094:184]]);out([[90:48294]#[1126:102304]]);mutual_exclusions([]))
task(id(37);cost(49);duration(37);in([[62:2]#[164:9461]#[238:11]#[242:140]#[345:8]#[359:12]#[387:7891]#[447:399]#[460:5]#[520:10]#[523:645]#[641:723]#[668:6566]#[679:45]#[714:41]#[716:210]#[718:12]#[763:217]#[770:12778]#[909:1]#[977:1876]#[1054:3]#[1126:50]#[1129:7434]#[1215:30627]]);out([[334:57491]]);mutual_exclusions([]))
task(id(64);cost(61);duration(39);in([[62:62]#[180:20024]#[242:17928]#[334:113]#[359:408]#[427:69]#[460:1247]#[523:5]#[549:48]#[629:15323]#[641:2891]#[716:52]#[718:3026]#[776:3574]#[872:264]#[998:731]#[1054:10]#[1077:30]#[1094:736]#[1129:233]#[1222:358]]);out([[251:76758]#[1278:14719]#[1289:122159]]);mutual_exclusions([]))
task(id(127);cost(60);duration(15);in([[13:4004]#[20:7253]#[34:102]#[128:611]#[251:76758]#[323:10868]#[447:399]#[460:10]#[629:15323]#[687:1]#[724:21]#[751:2]#[770:3195]#[1014:4]#[1077:7863]#[1126:50]#[1163:199]#[1281:9]]);out([[227:52355]#[1193:73311]]);mutual_exclusions([]))
task(id(9);cost(86);duration(55);in([[62:124]#[195:11]#[238:10787]#[334:898]#[369:2040]#[421:466]#[457:27]#[549:95]#[668:1641]#[714:1]#[775:6560]#[811:97]#[852:16]#[869:37957]#[872:528]#[977:469]#[1026:1]#[1054:635]#[1077:492]#[1093:5]#[1126:799]#[1129:15]#[1163:1593]#[1193:18328]#[1281:2349]]);out([[95:98340]#[663:80160]#[939:102303]]);mutual_exclusions([]))
task(id(73);cost(15);duration(52);in([[15:126]#[164:3]#[195:728]#[238:42]#[266:850]#[323:1]#[448:25232]#[532:2]#[534:28]#[641:91]#[663:20040]#[665:853]#[751:1007]#[828:1373]#[940:7]#[998:183]#[1046:1492]#[1054:159]#[1095:44692]#[1207:45174]#[1275:5927]#[1278:14]]);out([[650:101495]#[979:16073]#[1063:119178]]);mutual_exclusions([]))
task(id(109);cost(28);duration(46);in([[13:2]#[15:7]#[34:13]#[90:24147]#[292:7590]#[323:2717]#[335:3047]#[448:3]#[457:3]#[520:318]#[523:20]#[532:249]#[629:3831]#[663:5010]#[716:105]#[718:6]#[776:7]#[852:132]#[940:428]#[979:4]#[1077:123]#[1193:72]#[1275:5927]]);out([[133:72752]#[975:58610]#[1123:86733]]);mutual_exclusions([]))
task(id(34);cost(53);duration(60);in([[19:2741]#[34:1]#[62:990]#[189:35]#[256:37271]#[350:11260]#[359:6526]#[369:510]#[387:8]#[447:1]#[457:6]#[460:5]#[518:63207]#[523:161]#[663:39]#[716:7]#[751:1]#[775:6561]#[811:6177]#[940:13693]#[987:18730]#[1063:3724]#[1094:5890]#[1114:13752]#[1123:339]#[1126:3]#[1193:2291]#[1281:1175]#[1289:7]]);out([[1113:114596]]);mutual_exclusions([]))
task(id(66);cost(56);duration(10);in([[26:53713]#[34:3]#[133:72752]#[323:679]#[345:284]#[447:6380]#[457:3483]#[460:4986]#[481:9724]#[518:3950]#[523:5159]#[629:30]#[668:6]#[679:11533]#[714:83]#[716:105]#[775:3280]#[776:3]#[852:1]#[872:33770]#[1077:246]#[1113:1]#[1163:99]#[1222:1]]);out([[194:37020]#[511:72655]#[1122:30346]]);mutual_exclusions([]))
task(id(110);cost(86);duration(29);in([[15:503]#[34:6]#[164:1183]#[195:729]#[245:1]#[323:11]#[345:36]#[350:11]#[387:1]#[448:394]#[457:109]#[460:155]#[528:1682]#[534:904]#[549:24]#[638:539]#[714:10593]#[751:4]#[760:44256]#[852:4224]#[939:400]#[975:7326]#[977:938]#[998:366]#[1014:1]#[1046:5969]#[1054:1]#[1077:246]#[1107:8606]#[1122:59]#[1126:200]#[1163:6]#[1215:15313]]);out([[93:17825]#[409:106820]#[868:88953]]);mutual_exclusions([]))
task(id(26);cost(24);duration(25);in([[13:32036]#[164:37]#[195:91]#[238:5394]#[266:3]#[323:85]#[345:568]#[387:247]#[409:53410]#[447:12760]#[457:435]#[518:247]#[528:3363]#[629:3831]#[641:2892]#[665:14]#[680:2392]#[714:662]#[718:24]#[770:13]#[775:13]#[852:33]#[909:793]#[1063:7]#[1077:1965]#[1113:14325]#[1126:3197]#[1129:7434]#[1163:199]]);out([[12:87826]#[738:116141]#[1197:33755]]);mutual_exclusions([]))
task(id(118);cost(45);duration(48);in([[62:248]#[195:1]#[238:10787]#[319:16935]#[323:2717]#[409:835]#[421:4]#[447:1]#[460:2493]#[520:637]#[532:62]#[679:180]#[718:12102]#[738:113]#[770:1]#[775:1]#[939:100]#[940:54]#[975:229]#[1026:7697]#[1077:245]#[1094:3]#[1113:28]#[1122:7]#[1126:25]]);out([[258:116757]#[1047:120398]#[1192:31009]]);mutual_exclusions([]))
task(id(52);cost(44);duration(51);in([[34:13116]#[52:1]#[62:16]#[164:1]#[189:1]#[195:1]#[266:3402]#[345:2]#[359:3263]#[447:399]#[460:2493]#[511:284]#[518:123]#[629:1916]#[665:106]#[680:2]#[687:2928]#[716:4]#[751:16115]#[763:108]#[775:410]#[776:56]#[811:3]#[828:2746]#[939:799]#[940:53]#[979:502]#[1047:235]#[1054:80]#[1074:31247]#[1077:15726]#[1094:5890]#[1135:47589]#[1197:16]#[1222:179]]);out([[569:79845]]);mutual_exclusions([]))
task(id(97);cost(17);duration(55);in([[19:172]#[34:1]#[189:139]#[242:8964]#[266:1]#[334:56]#[369:64]#[387:1]#[447:797]#[457:13932]#[532:8]#[534:1]#[569:2495]#[641:361]#[663:10020]#[680:9]#[716:13]#[751:2014]#[763:14]#[770:1]#[811:12]#[872:8443]#[940:2]#[998:183]#[1026:481]#[1093:1]#[1113:3]#[1126:25576]#[1192:15]]);out([[1009:117939]]);mutual_exclusions([]))
task(id(107);cost(39);duration(59);in([[13:62]#[62:31]#[350:1407]#[359:1632]#[369:255]#[409:1669]#[421:7465]#[448:99]#[457:218]#[460:19]#[481:2]#[638:2]#[665:2]#[668:3]#[680:19137]#[714:41]#[716:13]#[718:48]#[751:2015]#[775:2]#[975:114]#[1009:1843]#[1054:634]#[1077:492]#[1094:5890]#[1122:7587]#[1129:1]#[1278:7]]);out([[1276:88479]]);mutual_exclusions([]))
task(id(41);cost(60);duration(27);in([[62:31]#[345:4544]#[369:63]#[409:26705]#[447:50]#[460:623]#[520:1]#[679:2884]#[714:5296]#[725:60]#[770:399]#[775:6560]#[909:3172]#[975:916]#[1014:2]#[1054:1268]#[1193:2291]#[1276:86]#[1278:230]]);out([[174:45488]#[1141:47058]]);mutual_exclusions([]))
task(id(70);cost(21);duration(13);in([[19:11]#[62:8]#[128:10]#[164:4]#[238:1]#[242:4482]#[245:2]#[322:6943]#[323:21]#[359:6526]#[387:123]#[457:3483]#[511:142]#[534:7]#[549:2]#[569:4991]#[629:957]#[638:67]#[665:13]#[680:19]#[716:421]#[852:528]#[868:88953]#[962:22911]#[975:1832]#[998:366]#[1009:3685]#[1026:3848]#[1063:29795]#[1077:1]#[1093:688]#[1113:7]#[1141:1]#[1193:4]#[1257:31398]#[1289:30]]);out([[682:94001]#[717:101464]#[863:17500]]);mutual_exclusions([]))
task(id(71);cost(96);duration(25);in([[19:43]#[93:17]#[128:77]#[189:1115]#[335:381]#[345:9]#[359:1]#[421:7466]#[460:4986]#[481:2431]#[549:3]#[569:78]#[714:5297]#[718:1512]#[738:28]#[751:8]#[775:1640]#[776:1787]#[828:11]#[863:9]#[909:50]#[940:214]#[979:2]#[998:1]#[1054:1]#[1077:15]#[1094:1]#[1113:3581]#[1122:15173]#[1129:58]#[1163:1]#[1192:61]#[1193:4582]#[1281:1175]]);out([[517:103670]#[1254:55856]]);mutual_exclusions([]))
task(id(23);cost(87);duration(11);in([[13:1001]#[93:279]#[245:2241]#[334:449]#[345:71]#[359:3263]#[369:1020]#[421:467]#[481:9725]#[517:6]#[530:16664]#[638:17243]#[641:1446]#[665:852]#[725:1]#[751:15]#[770:1]#[776:28593]#[863:1094]#[911:10758]#[940:856]#[1009:3686]#[1122:1897]#[1123:5]#[1129:1]#[1215:120]#[1278:460]]);out([[836:41993]]);mutual_exclusions([]))
task(id(116);cost(93);duration(52);in([[62:1]#[128:152]#[164:9460]#[189:70]#[195:182]#[323:2]#[334:7]#[369:1]#[457:2]#[520:40]#[641:3]#[663:9]#[665:3]#[714:2648]#[716:26]#[718:6]#[836:1]#[940:3423]#[1009:2]#[1026:7698]#[1047:118]#[1054:40]#[1077:3932]#[1123:5]#[1141:184]#[1163:25]#[1222:5729]#[1276:691]#[1281:2]]);out([[429:59358]#[858:126429]#[1070:25215]]);mutual_exclusions([]))
task(id(96);cost(63);duration(53);in([[128:2]#[164:296]#[189:9]#[238:337]#[242:140]#[323:1358]#[334:2]#[409:3338]#[447:12761]#[457:7]#[460:156]#[511:9082]#[588:24279]#[679:45]#[680:37]#[718:378]#[724:5465]#[725:3836]#[751:4028]#[763:27754]#[828:1]#[869:37956]#[1009:58]#[1070:394]#[1093:11005]#[1129:464]#[1289:61080]]);out([[642:127427]]);mutual_exclusions([]))
task(id(45);cost(33);duration(50);in([[62:991]#[93:70]#[128:38]#[195:6]#[242:2241]#[245:2241]#[345:284]#[359:6526]#[447:6381]#[481:608]#[511:1]#[535:32282]#[549:192]#[629:1]#[642:7964]#[665:107]#[714:331]#[716:1]#[751:16114]#[811:6]#[836:5249]#[852:2]#[858:1975]#[863:8]#[872:1]#[909:1586]#[940:14]#[977:7503]#[1054:2]#[1063:233]#[1113:28]#[1126:2]#[1129:14868]#[1141:1470]#[1192:121]#[1193:36]#[1215:1914]#[1222:45]#[1276:22120]#[1281:73]]);out([[505:110231]#[963:90566]]);mutual_exclusions([]))
task(id(99);cost(91);duration(50);in([[13:251]#[15:1005]#[128:4887]#[164:9461]#[195:364]#[238:5393]#[334:224]#[457:13932]#[505:7]#[528:840]#[534:7237]#[665:3]#[679:360]#[714:42]#[811:1544]#[858:62]#[1009:7]#[1047:30100]#[1054:317]#[1093:86]#[1122:3793]#[1123:42]#[1129:7]#[1191:14964]#[1193:9164]]);out([[669:122632]#[1034:112749]]);mutual_exclusions([]))
task(id(60);cost(46);duration(34);in([[62:3]#[242:560]#[323:5]#[335:12]#[387:7892]#[427:9]#[517:1620]#[520:5094]#[523:3]#[549:1529]#[569:1]#[629:479]#[641:180]#[669:61316]#[679:23]#[687:23]#[751:63]#[775:820]#[836:2624]#[872:1055]#[939:3197]#[940:27]#[1009:57]#[1054:5]#[1070:25]#[1074:2]#[1129:116]#[1141:3]#[1197:4219]#[1215:478]#[1222:716]#[1289:1909]]);out([[33:73323]#[248:16268]#[988:110367]]);mutual_exclusions([]))
task(id(61);cost(62);duration(60);in([[52:1]#[323:170]#[350:176]#[359:102]#[460:3]#[629:3831]#[665:1]#[669:30]#[679:1]#[714:10593]#[717:793]#[718:95]#[724:11]#[725:4]#[751:1]#[775:7]#[828:5493]#[836:5249]#[988:431]#[1009:15]#[1047:3762]#[1077:7864]#[1113:28649]#[1141:1]#[1193:1146]#[1278:3680]]);out([[236:59447]#[506:115823]]);mutual_exclusions([]))
task(id(4);cost(30);duration(56);in([[15:1]#[52:5799]#[95:98340]#[128:38]#[189:8924]#[195:23]#[242:8964]#[359:3]#[421:3733]#[427:138]#[457:218]#[460:10]#[481:38]#[506:7239]#[517:1]#[549:24]#[629:15324]#[642:7964]#[650:101495]#[665:107]#[717:12683]#[775:820]#[975:29305]#[1074:1953]#[1077:983]#[1113:7163]#[1122:1]#[1197:132]#[1278:115]]);out([[410:33495]]);mutual_exclusions([]))
task(id(79);cost(25);duration(12);in([[15:1]#[93:139]#[128:306]#[189:558]#[334:7187]#[345:4544]#[410:33]#[447:100]#[448:6]#[505:3]#[549:765]#[569:10]#[629:30]#[665:54]#[669:15329]#[680:9568]#[714:1324]#[716:6]#[763:13]#[775:1640]#[836:41]#[852:17]#[1009:1]#[1046:47]#[1070:6304]#[1077:1966]#[1093:21]#[1276:11060]]);out([[85:55452]#[161:97060]#[740:66704]]);mutual_exclusions([]))
task(id(12);cost(35);duration(50);in([[13:8]#[85:54]#[93:1114]#[238:1]#[266:6805]#[427:34]#[447:3]#[448:50465]#[457:436]#[505:1]#[523:645]#[642:996]#[663:1253]#[669:1]#[679:90]#[714:11]#[717:198]#[751:8]#[763:54]#[775:1]#[852:4224]#[979:8]#[1046:186]#[1077:61]#[1094:1]#[1113:895]#[1126:100]#[1141:23]#[1222:90]#[1276:11]#[1281:588]#[1289:954]#[1292:25943]]);out([[635:35805]]);mutual_exclusions([]))
task(id(5);cost(85);duration(39);in([[15:16]#[189:4]#[195:23]#[266:27]#[319:16935]#[345:71]#[350:22]#[359:1632]#[369:4080]#[387:31566]#[410:131]#[447:1]#[457:1]#[460:1246]#[481:1216]#[517:25917]#[528:105]#[532:1]#[635:70]#[665:426]#[714:20]#[718:3]#[763:433]#[770:12778]#[776:1]#[836:21]#[872:2]#[939:12]#[979:1005]#[998:5851]#[1066:117320]#[1126:3]#[1141:92]#[1193:5]#[1281:9]#[1289:477]]);out([[995:17291]]);mutual_exclusions([]))
task(id(105);cost(17);duration(35);in([[13:4]#[164:18]#[195:1]#[345:1]#[350:2815]#[387:987]#[409:6676]#[460:156]#[505:13779]#[528:841]#[635:279]#[641:6]#[642:124]#[646:34038]#[687:2929]#[863:68]#[872:1]#[962:22910]#[977:1876]#[995:2162]#[998:3]#[1047:7525]#[1113:56]#[1141:1]#[1193:36]]);out([[412:14666]#[983:60144]#[1085:58111]]);mutual_exclusions([]))
task(id(27);cost(60);duration(54);in([[52:725]#[62:4]#[93:8913]#[161:12133]#[164:148]#[195:5827]#[266:13609]#[323:1359]#[335:1]#[345:18]#[359:1]#[410:65]#[412:57]#[481:19]#[505:431]#[506:905]#[534:28946]#[635:2238]#[665:7]#[725:240]#[751:1]#[836:10]#[909:397]#[988:3449]#[1009:460]#[1094:1472]#[1129:1859]#[1163:3]#[1193:143]]);out([[424:15002]]);mutual_exclusions([]))
